comarca,data_lectura,temp,precip,hume,temp_anterior,precip_anterior,hume_anterior
Alt Penedès,2012-10-04,18.488333333333333,0.4,82.84166666666667,16.839166666666667,0.0,76.80833333333334
Alt Penedès,2012-10-05,18.816666666666663,0.1,79.06666666666666,18.488333333333333,0.4,82.84166666666667
Alt Penedès,2012-10-06,17.721666666666668,0.2,80.81666666666666,18.816666666666663,0.1,79.06666666666666
Alt Penedès,2012-10-07,19.7025,0.0,75.075,17.721666666666668,0.2,80.81666666666666
Alt Penedès,2012-10-08,19.95,0.3,80.90833333333333,19.7025,0.0,75.075
Alt Penedès,2012-10-09,20.71583333333333,0.0,78.16666666666667,19.95,0.3,80.90833333333333
Alt Penedès,2012-10-10,20.050833333333333,19.0,86.40833333333333,20.71583333333333,0.0,78.16666666666667
Alt Penedès,2012-10-11,18.91333333333333,31.8,82.43333333333334,20.050833333333333,19.0,86.40833333333333
Alt Penedès,2012-10-12,16.570833333333333,54.3,84.66666666666667,18.91333333333333,31.8,82.43333333333334
Alt Penedès,2012-10-13,15.065833333333334,0.4,78.2,16.570833333333333,54.3,84.66666666666667
Alt Penedès,2012-10-14,15.1875,9.3,66.475,15.065833333333334,0.4,78.2
Alt Penedès,2012-10-15,13.105,0.0,61.68333333333333,15.1875,9.3,66.475
Alt Penedès,2012-10-16,13.198333333333332,0.0,65.34166666666667,13.105,0.0,61.68333333333333
Alt Penedès,2012-10-17,15.745,0.0,78.44166666666666,13.198333333333332,0.0,65.34166666666667
Alt Penedès,2012-10-18,19.104166666666668,2.4,85.59166666666667,15.745,0.0,78.44166666666666
Alt Penedès,2012-10-19,19.5225,24.4,87.90833333333333,19.104166666666668,2.4,85.59166666666667
Alt Penedès,2012-10-20,19.16,30.200000000000003,89.91666666666667,19.5225,24.4,87.90833333333333
Alt Penedès,2012-10-21,16.233333333333334,101.3,89.18333333333334,19.16,30.200000000000003,89.91666666666667
Alt Penedès,2012-10-22,15.3225,1.8,81.525,16.233333333333334,101.3,89.18333333333334
Alt Penedès,2012-10-23,16.429166666666667,0.1,76.83333333333333,15.3225,1.8,81.525
Alt Penedès,2012-10-24,15.575,0.2,82.86666666666666,16.429166666666667,0.1,76.83333333333333
Alt Penedès,2012-10-25,15.174166666666668,98.0,95.00833333333334,15.575,0.2,82.86666666666666
Alt Penedès,2012-10-26,15.391666666666667,50.9,84.475,15.174166666666668,98.0,95.00833333333334
Alt Penedès,2012-10-27,13.780833333333334,0.3,58.016666666666666,15.391666666666667,50.9,84.475
Alt Penedès,2012-10-28,8.1025,0.0,35.31666666666667,13.780833333333334,0.3,58.016666666666666
Alt Penedès,2012-10-29,7.1025,0.0,56.59166666666667,8.1025,0.0,35.31666666666667
Alt Penedès,2012-10-30,8.218333333333334,12.7,78.6,7.1025,0.0,56.59166666666667
Alt Penedès,2012-10-31,11.170833333333333,132.5,74.55833333333334,8.218333333333334,12.7,78.6
Alt Penedès,2012-11-01,12.64,0.0,57.55,11.170833333333333,132.5,74.55833333333334
Alt Penedès,2012-11-02,13.615833333333336,0.0,61.78333333333333,12.64,0.0,57.55
Alt Penedès,2012-11-03,13.353333333333332,0.0,71.25833333333334,13.615833333333336,0.0,61.78333333333333
Alt Penedès,2012-11-04,14.723333333333333,3.9,77.89166666666667,13.353333333333332,0.0,71.25833333333334
Alt Penedès,2012-11-05,12.1775,0.0,55.29166666666666,14.723333333333333,3.9,77.89166666666667
Alt Penedès,2012-11-06,8.798333333333334,0.0,70.80833333333334,12.1775,0.0,55.29166666666666
Alt Penedès,2012-11-07,8.335833333333333,0.0,63.16666666666666,8.798333333333334,0.0,70.80833333333334
Alt Penedès,2012-11-08,10.276666666666667,0.0,74.20833333333333,8.335833333333333,0.0,63.16666666666666
Alt Penedès,2012-11-09,12.139166666666666,12.8,83.14166666666667,10.276666666666667,0.0,74.20833333333333
Alt Penedès,2012-11-10,12.818333333333332,0.3,81.95,12.139166666666666,12.8,83.14166666666667
Alt Penedès,2012-11-11,10.180833333333334,1.9,78.71666666666667,12.818333333333332,0.3,81.95
Alt Penedès,2012-11-12,10.376666666666669,0.0,65.075,10.180833333333334,1.9,78.71666666666667
Alt Penedès,2012-11-13,11.390833333333337,0.0,62.75,10.376666666666669,0.0,65.075
Alt Penedès,2012-11-14,14.835,0.0,79.70833333333333,11.390833333333337,0.0,62.75
Alt Penedès,2012-11-15,12.733333333333333,0.0,85.09166666666667,14.835,0.0,79.70833333333333
Alt Penedès,2012-11-16,11.450833333333332,0.5,90.25,12.733333333333333,0.0,85.09166666666667
Alt Penedès,2012-11-17,12.584166666666668,20.2,94.16666666666669,11.450833333333332,0.5,90.25
Alt Penedès,2012-11-18,12.891666666666667,5.6000000000000005,84.94166666666666,12.584166666666668,20.2,94.16666666666669
Alt Penedès,2012-11-19,11.233333333333333,0.0,78.90833333333333,12.891666666666667,5.6000000000000005,84.94166666666666
Alt Penedès,2012-11-20,10.331666666666669,0.2,78.94166666666666,11.233333333333333,0.0,78.90833333333333
Alt Penedès,2012-11-21,11.095,0.2,80.45833333333333,10.331666666666669,0.2,78.94166666666666
Alt Penedès,2012-11-22,10.919166666666666,0.0,75.88333333333334,11.095,0.2,80.45833333333333
Alt Penedès,2012-11-23,10.249166666666667,0.0,79.33333333333333,10.919166666666666,0.0,75.88333333333334
Alt Penedès,2012-11-24,10.761666666666668,0.2,88.35,10.249166666666667,0.0,79.33333333333333
Alt Penedès,2012-11-25,11.2075,0.1,86.9,10.761666666666668,0.2,88.35
Alt Penedès,2012-11-26,12.063333333333333,4.2,86.65,11.2075,0.1,86.9
Alt Penedès,2012-11-27,7.33,24.2,84.60833333333333,12.063333333333333,4.2,86.65
Alt Penedès,2012-11-28,7.505,0.0,65.25,7.33,24.2,84.60833333333333
Alt Penedès,2012-11-29,7.8516666666666675,0.0,39.85833333333333,7.505,0.0,65.25
Alt Penedès,2012-11-30,4.113333333333333,0.0,59.225,7.8516666666666675,0.0,39.85833333333333
Alt Penedès,2012-12-01,2.708333333333333,0.0,65.11666666666666,4.113333333333333,0.0,59.225
Alt Penedès,2012-12-02,5.2975,0.0,53.66666666666666,2.708333333333333,0.0,65.11666666666666
Alt Penedès,2012-12-03,9.195833333333333,0.0,67.275,5.2975,0.0,53.66666666666666
Alt Penedès,2012-12-04,9.921666666666663,0.0,54.325,9.195833333333333,0.0,67.275
Alt Penedès,2012-12-05,8.201666666666666,0.0,55.91666666666666,9.921666666666663,0.0,54.325
Alt Penedès,2012-12-06,5.945833333333334,0.0,67.20833333333333,8.201666666666666,0.0,55.91666666666666
Alt Penedès,2012-12-07,7.219166666666666,0.0,68.475,5.945833333333334,0.0,67.20833333333333
Alt Penedès,2012-12-08,8.264999999999999,0.0,52.44166666666667,7.219166666666666,0.0,68.475
Alt Penedès,2012-12-09,4.956666666666666,0.0,62.375,8.264999999999999,0.0,52.44166666666667
Alt Penedès,2012-12-10,4.118333333333333,0.0,67.99166666666666,4.956666666666666,0.0,62.375
Alt Penedès,2012-12-11,4.784166666666667,0.0,74.55833333333334,4.118333333333333,0.0,67.99166666666666
Alt Penedès,2012-12-12,5.001666666666667,0.0,82.89166666666667,4.784166666666667,0.0,74.55833333333334
Alt Penedès,2012-12-13,7.816666666666666,1.7,82.81666666666666,5.001666666666667,0.0,82.89166666666667
Alt Penedès,2012-12-14,10.200833333333332,0.2,74.79166666666667,7.816666666666666,1.7,82.81666666666666
Alt Penedès,2012-12-15,13.804166666666667,0.0,60.11666666666667,10.200833333333332,0.2,74.79166666666667
Alt Penedès,2012-12-16,12.691666666666666,0.0,59.45,13.804166666666667,0.0,60.11666666666667
Alt Penedès,2012-12-17,11.46,0.0,58.825,12.691666666666666,0.0,59.45
Alt Penedès,2012-12-18,8.420833333333333,0.0,66.84166666666667,11.46,0.0,58.825
Alt Penedès,2012-12-19,8.300833333333333,0.0,79.23333333333333,8.420833333333333,0.0,66.84166666666667
Alt Penedès,2012-12-20,10.113333333333332,0.0,73.6,8.300833333333333,0.0,79.23333333333333
Alt Penedès,2012-12-21,11.700833333333332,0.0,58.88333333333333,10.113333333333332,0.0,73.6
Alt Penedès,2012-12-22,8.825,0.0,76.66666666666667,11.700833333333332,0.0,58.88333333333333
Alt Penedès,2012-12-23,10.3925,0.0,76.95,8.825,0.0,76.66666666666667
Alt Penedès,2012-12-24,8.009166666666667,1.0,87.76666666666667,10.3925,0.0,76.95
Alt Penedès,2012-12-25,9.085833333333332,0.3,87.44166666666666,8.009166666666667,1.0,87.76666666666667
Alt Penedès,2012-12-26,9.645,0.1,69.53333333333333,9.085833333333332,0.3,87.44166666666666
Alt Penedès,2012-12-27,8.813333333333333,0.0,61.583333333333336,9.645,0.1,69.53333333333333
Alt Penedès,2012-12-28,8.785,0.0,75.23333333333333,8.813333333333333,0.0,61.583333333333336
Alt Penedès,2012-12-29,8.82,0.2,73.24166666666666,8.785,0.0,75.23333333333333
Alt Penedès,2012-12-30,7.085,0.0,66.59166666666667,8.82,0.2,73.24166666666666
Alt Penedès,2012-12-31,6.055000000000001,0.0,73.60833333333333,7.085,0.0,66.59166666666667
Alt Penedès,2013-01-01,5.761666666666667,0.5,76.06666666666666,6.055000000000001,0.0,73.60833333333333
Alt Penedès,2013-01-02,5.833333333333333,0.0,74.89166666666667,5.761666666666667,0.5,76.06666666666666
Alt Penedès,2013-01-03,6.302499999999999,0.0,59.65833333333333,5.833333333333333,0.0,74.89166666666667
Alt Penedès,2013-01-04,8.529166666666667,0.0,53.40833333333333,6.302499999999999,0.0,59.65833333333333
Alt Penedès,2013-01-05,10.75,0.0,52.208333333333336,8.529166666666667,0.0,53.40833333333333
Alt Penedès,2013-01-06,10.609166666666663,0.0,53.458333333333336,10.75,0.0,52.208333333333336
Alt Penedès,2013-01-07,10.980833333333331,0.0,52.15,10.609166666666663,0.0,53.458333333333336
Alt Penedès,2013-01-08,8.873333333333333,0.0,62.19166666666667,10.980833333333331,0.0,52.15
Alt Penedès,2013-01-09,6.119166666666667,0.0,66.025,8.873333333333333,0.0,62.19166666666667
Alt Penedès,2013-01-10,7.298333333333333,0.0,74.33333333333333,6.119166666666667,0.0,66.025
Alt Penedès,2013-01-11,7.358333333333333,0.0,62.5,7.298333333333333,0.0,74.33333333333333
Alt Penedès,2013-01-12,6.375,0.0,69.29166666666667,7.358333333333333,0.0,62.5
Alt Penedès,2013-01-13,6.546666666666667,2.8,70.25833333333334,6.375,0.0,69.29166666666667
Alt Penedès,2013-01-14,5.7733333333333325,0.0,61.225,6.546666666666667,2.8,70.25833333333334
Alt Penedès,2013-01-15,6.275,0.0,66.41666666666667,5.7733333333333325,0.0,61.225
Alt Penedès,2013-01-16,8.92,0.0,63.958333333333336,6.275,0.0,66.41666666666667
Alt Penedès,2013-01-17,7.923333333333333,0.0,55.0,8.92,0.0,63.958333333333336
Alt Penedès,2013-01-18,6.515,1.2000000000000002,75.71666666666667,7.923333333333333,0.0,55.0
Alt Penedès,2013-01-19,9.566666666666666,80.6,87.75833333333334,6.515,1.2000000000000002,75.71666666666667
Alt Penedès,2013-01-20,7.427499999999999,0.0,67.69166666666666,9.566666666666666,80.6,87.75833333333334
Alt Penedès,2013-01-21,7.0216666666666665,0.0,59.48333333333333,7.427499999999999,0.0,67.69166666666666
Alt Penedès,2013-01-22,5.923333333333333,1.4,54.86666666666667,7.0216666666666665,0.0,59.48333333333333
Alt Penedès,2013-01-23,5.754166666666666,0.3,60.333333333333336,5.923333333333333,1.4,54.86666666666667
Alt Penedès,2013-01-24,6.8758333333333335,0.1,58.34166666666667,5.754166666666666,0.3,60.333333333333336
Alt Penedès,2013-01-25,6.7091666666666665,0.0,39.4,6.8758333333333335,0.1,58.34166666666667
Alt Penedès,2013-01-26,7.114166666666667,2.2,74.81666666666666,6.7091666666666665,0.0,39.4
Alt Penedès,2013-01-27,8.008333333333333,2.4,65.73333333333333,7.114166666666667,2.2,74.81666666666666
Alt Penedès,2013-01-28,9.473333333333333,0.2,59.2,8.008333333333333,2.4,65.73333333333333
Alt Penedès,2013-01-29,8.498333333333333,0.0,60.41666666666666,9.473333333333333,0.2,59.2
Alt Penedès,2013-01-30,11.4375,0.0,61.71666666666667,8.498333333333333,0.0,60.41666666666666
Alt Penedès,2013-01-31,12.479166666666666,0.0,68.83333333333333,11.4375,0.0,61.71666666666667
Alt Penedès,2013-02-01,12.974166666666669,0.0,59.00833333333333,12.479166666666666,0.0,68.83333333333333
Alt Penedès,2013-02-02,9.145,0.2,50.766666666666666,12.974166666666669,0.0,59.00833333333333
Alt Penedès,2013-02-03,6.925,0.0,27.64583333333333,9.145,0.2,50.766666666666666
Alt Penedès,2013-02-04,7.7275,0.0,57.0,6.925,0.0,27.64583333333333
Alt Penedès,2013-02-05,10.255,0.1,61.675,7.7275,0.0,57.0
Alt Penedès,2013-02-06,6.596666666666667,0.0,57.91666666666666,10.255,0.1,61.675
Alt Penedès,2013-02-07,5.465,0.0,41.96666666666667,6.596666666666667,0.0,57.91666666666666
Alt Penedès,2013-02-08,4.585,0.0,64.94166666666666,5.465,0.0,41.96666666666667
Alt Penedès,2013-02-09,4.950833333333334,0.0,50.325,4.585,0.0,64.94166666666666
Alt Penedès,2013-02-10,7.116666666666666,0.0,60.625,4.950833333333334,0.0,50.325
Alt Penedès,2013-02-11,6.776666666666667,0.0,51.71666666666667,7.116666666666666,0.0,60.625
Alt Penedès,2013-02-12,7.424166666666666,0.0,52.73333333333333,6.776666666666667,0.0,51.71666666666667
Alt Penedès,2013-02-13,7.1883333333333335,0.0,59.175,7.424166666666666,0.0,52.73333333333333
Alt Penedès,2013-02-14,7.515,0.0,75.525,7.1883333333333335,0.0,59.175
Alt Penedès,2013-02-15,8.615,0.2,75.425,7.515,0.0,75.525
Alt Penedès,2013-02-16,9.215833333333334,0.6000000000000001,85.73333333333333,8.615,0.2,75.425
Alt Penedès,2013-02-17,9.320833333333333,0.0,86.025,9.215833333333334,0.6000000000000001,85.73333333333333
Alt Penedès,2013-02-18,9.025,0.7000000000000001,85.09166666666667,9.320833333333333,0.0,86.025
Alt Penedès,2013-02-19,8.290833333333333,0.0,76.85833333333333,9.025,0.7000000000000001,85.09166666666667
Alt Penedès,2013-02-20,7.4825,0.2,79.73333333333333,8.290833333333333,0.0,76.85833333333333
Alt Penedès,2013-02-21,8.561666666666667,0.2,81.34166666666667,7.4825,0.2,79.73333333333333
Alt Penedès,2013-02-22,5.757499999999999,16.4,91.04166666666669,8.561666666666667,0.2,81.34166666666667
Alt Penedès,2013-02-23,1.8191666666666668,70.4,70.41666666666667,5.757499999999999,16.4,91.04166666666669
Alt Penedès,2013-02-24,2.8266666666666667,0.0,52.5,1.8191666666666668,70.4,70.41666666666667
Alt Penedès,2013-02-25,1.9475,0.0,52.21666666666667,2.8266666666666667,0.0,52.5
Alt Penedès,2013-02-26,2.8008333333333337,0.0,66.15,1.9475,0.0,52.21666666666667
Alt Penedès,2013-02-27,4.6375,0.3,58.34166666666667,2.8008333333333337,0.0,66.15
Alt Penedès,2013-02-28,5.678333333333333,77.2,83.15833333333333,4.6375,0.3,58.34166666666667
Alt Penedès,2013-03-01,7.440833333333333,80.5,72.98333333333333,5.678333333333333,77.2,83.15833333333333
Alt Penedès,2013-03-02,8.110833333333334,0.0,63.94166666666667,7.440833333333333,80.5,72.98333333333333
Alt Penedès,2013-03-03,8.030833333333334,0.0,65.85833333333333,8.110833333333334,0.0,63.94166666666667
Alt Penedès,2013-03-04,7.8125,16.5,80.50833333333334,8.030833333333334,0.0,65.85833333333333
Alt Penedès,2013-03-05,10.97,207.5,95.19166666666666,7.8125,16.5,80.50833333333334
Alt Penedès,2013-03-06,11.799166666666668,101.4,87.76666666666667,10.97,207.5,95.19166666666666
Alt Penedès,2013-03-07,14.061666666666667,0.7000000000000001,70.59166666666667,11.799166666666668,101.4,87.76666666666667
Alt Penedès,2013-03-08,14.205,0.2,56.98333333333333,14.061666666666667,0.7000000000000001,70.59166666666667
Alt Penedès,2013-03-09,13.0225,0.0,60.49166666666667,14.205,0.2,56.98333333333333
Alt Penedès,2013-03-10,12.399166666666668,0.0,56.125,13.0225,0.0,60.49166666666667
Alt Penedès,2013-03-11,11.106666666666666,0.0,56.725,12.399166666666668,0.0,56.125
Alt Penedès,2013-03-12,10.7025,0.0,56.94166666666667,11.106666666666666,0.0,56.725
Alt Penedès,2013-03-13,4.67,33.9,76.06666666666666,10.7025,0.0,56.94166666666667
Alt Penedès,2013-03-14,6.741666666666666,0.1,32.233333333333334,4.67,33.9,76.06666666666666
Alt Penedès,2013-03-15,6.730833333333334,0.0,41.38333333333333,6.741666666666666,0.1,32.233333333333334
Alt Penedès,2013-03-16,6.8475,18.3,77.91666666666667,6.730833333333334,0.0,41.38333333333333
Alt Penedès,2013-03-17,9.433333333333334,11.0,89.64166666666667,6.8475,18.3,77.91666666666667
Alt Penedès,2013-03-18,9.796666666666663,1.5,57.0,9.433333333333334,11.0,89.64166666666667
Alt Penedès,2013-03-19,9.11,0.3,57.333333333333336,9.796666666666663,1.5,57.0
Alt Penedès,2013-03-20,10.381666666666666,8.4,64.8,9.11,0.3,57.333333333333336
Alt Penedès,2013-03-21,10.045833333333333,0.0,56.98333333333333,10.381666666666666,8.4,64.8
Alt Penedès,2013-03-22,10.08,0.0,79.825,10.045833333333333,0.0,56.98333333333333
Alt Penedès,2013-03-23,11.010833333333332,1.4,80.69166666666666,10.08,0.0,79.825
Alt Penedès,2013-03-24,10.750833333333333,1.7,82.075,11.010833333333332,1.4,80.69166666666666
Alt Penedès,2013-03-25,11.865833333333336,1.3,63.083333333333336,10.750833333333333,1.7,82.075
Alt Penedès,2013-03-26,12.505,0.3,72.56666666666666,11.865833333333336,1.3,63.083333333333336
Alt Penedès,2013-03-27,11.6125,5.4,87.775,12.505,0.3,72.56666666666666
Alt Penedès,2013-03-28,14.015833333333337,0.1,73.58333333333333,11.6125,5.4,87.775
Alt Penedès,2013-03-29,14.4875,9.4,71.23333333333333,14.015833333333337,0.1,73.58333333333333
Alt Penedès,2013-03-30,14.128333333333334,0.4,54.91666666666666,14.4875,9.4,71.23333333333333
Alt Penedès,2013-03-31,12.465,0.0,55.98333333333333,14.128333333333334,0.4,54.91666666666666
Alt Penedès,2013-04-01,11.646666666666668,6.8,74.7,12.465,0.0,55.98333333333333
Alt Penedès,2013-04-02,12.293333333333331,0.0,57.04166666666666,11.646666666666668,6.8,74.7
Alt Penedès,2013-04-03,11.099166666666669,0.0,64.775,12.293333333333331,0.0,57.04166666666666
Alt Penedès,2013-04-04,11.009166666666664,1.6,76.79166666666667,11.099166666666669,0.0,64.775
Alt Penedès,2013-04-05,7.3275,5.6,76.81666666666666,11.009166666666664,1.6,76.79166666666667
Alt Penedès,2013-04-06,6.795,0.8999999999999999,62.975,7.3275,5.6,76.81666666666666
Alt Penedès,2013-04-07,9.988333333333332,0.0,55.68333333333333,6.795,0.8999999999999999,62.975
Alt Penedès,2013-04-08,11.7175,0.0,53.05833333333333,9.988333333333332,0.0,55.68333333333333
Alt Penedès,2013-04-09,14.066666666666666,0.0,49.275,11.7175,0.0,53.05833333333333
Alt Penedès,2013-04-10,13.828333333333337,0.0,63.04166666666666,14.066666666666666,0.0,49.275
Alt Penedès,2013-04-11,17.87,0.0,52.45,13.828333333333337,0.0,63.04166666666666
Alt Penedès,2013-04-12,15.6825,0.0,44.16666666666666,17.87,0.0,52.45
Alt Penedès,2013-04-13,13.93,0.0,61.53333333333333,15.6825,0.0,44.16666666666666
Alt Penedès,2013-04-14,14.8075,0.0,52.79166666666666,13.93,0.0,61.53333333333333
Alt Penedès,2013-04-15,16.315,0.0,43.475,14.8075,0.0,52.79166666666666
Alt Penedès,2013-04-16,16.782500000000002,0.0,43.35,16.315,0.0,43.475
Alt Penedès,2013-04-17,17.601666666666667,0.0,44.03333333333333,16.782500000000002,0.0,43.35
Alt Penedès,2013-04-18,15.394166666666669,0.0,50.68333333333333,17.601666666666667,0.0,44.03333333333333
Alt Penedès,2013-04-19,12.806666666666668,0.8,64.50833333333334,15.394166666666669,0.0,50.68333333333333
Alt Penedès,2013-04-20,12.184166666666666,0.0,42.625,12.806666666666668,0.8,64.50833333333334
Alt Penedès,2013-04-21,11.440833333333334,0.0,61.833333333333336,12.184166666666666,0.0,42.625
Alt Penedès,2013-04-22,11.9775,0.0,63.266666666666666,11.440833333333334,0.0,61.833333333333336
Alt Penedès,2013-04-23,13.119166666666668,0.0,55.875,11.9775,0.0,63.266666666666666
Alt Penedès,2013-04-24,14.0875,0.0,52.21666666666667,13.119166666666668,0.0,55.875
Alt Penedès,2013-04-25,14.275833333333331,58.8,72.50833333333334,14.0875,0.0,52.21666666666667
Alt Penedès,2013-04-26,14.79,44.6,78.20833333333333,14.275833333333331,58.8,72.50833333333334
Alt Penedès,2013-04-27,9.741666666666667,126.1,90.95833333333331,14.79,44.6,78.20833333333333
Alt Penedès,2013-04-28,7.295,50.9,88.99166666666666,9.741666666666667,126.1,90.95833333333331
Alt Penedès,2013-04-29,10.565,150.7,95.04166666666669,7.295,50.9,88.99166666666666
Alt Penedès,2013-04-30,12.101666666666668,19.0,77.675,10.565,150.7,95.04166666666669
Alt Penedès,2013-05-01,12.235833333333334,0.0,67.54166666666667,12.101666666666668,19.0,77.675
Alt Penedès,2013-05-02,13.171666666666663,0.2,68.03333333333333,12.235833333333334,0.0,67.54166666666667
Alt Penedès,2013-05-03,13.215833333333334,0.0,65.93333333333334,13.171666666666663,0.2,68.03333333333333
Alt Penedès,2013-05-04,14.285,2.9,66.99166666666666,13.215833333333334,0.0,65.93333333333334
Alt Penedès,2013-05-05,15.073333333333332,13.7,71.175,14.285,2.9,66.99166666666666
Alt Penedès,2013-05-06,16.531666666666666,0.3,66.21666666666667,15.073333333333332,13.7,71.175
Alt Penedès,2013-05-07,19.5375,0.0,54.94166666666667,16.531666666666666,0.3,66.21666666666667
Alt Penedès,2013-05-08,19.904166666666665,0.0,59.31666666666667,19.5375,0.0,54.94166666666667
Alt Penedès,2013-05-09,17.925,0.3,72.98333333333333,19.904166666666665,0.0,59.31666666666667
Alt Penedès,2013-05-10,16.949166666666667,0.2,70.26666666666667,17.925,0.3,72.98333333333333
Alt Penedès,2013-05-11,16.329166666666666,0.0,70.59166666666667,16.949166666666667,0.2,70.26666666666667
Alt Penedès,2013-05-12,14.674166666666668,0.0,64.25,16.329166666666666,0.0,70.59166666666667
Alt Penedès,2013-05-13,14.571666666666664,0.0,74.575,14.674166666666668,0.0,64.25
Alt Penedès,2013-05-14,13.941666666666666,10.3,87.075,14.571666666666664,0.0,74.575
Alt Penedès,2013-05-15,12.6725,139.7,90.61666666666666,13.941666666666666,10.3,87.075
Alt Penedès,2013-05-16,11.405,3.6,72.24166666666666,12.6725,139.7,90.61666666666666
Alt Penedès,2013-05-17,12.611666666666668,4.8,69.9,11.405,3.6,72.24166666666666
Alt Penedès,2013-05-18,12.0325,84.8,71.68333333333334,12.611666666666668,4.8,69.9
Alt Penedès,2013-05-19,11.860833333333334,59.6,73.33333333333333,12.0325,84.8,71.68333333333334
Alt Penedès,2013-05-20,10.518333333333334,74.8,89.825,11.860833333333334,59.6,73.33333333333333
Alt Penedès,2013-05-21,12.158333333333331,0.1,78.675,10.518333333333334,74.8,89.825
Alt Penedès,2013-05-22,16.835,0.0,57.575,12.158333333333331,0.1,78.675
Alt Penedès,2013-05-23,15.67,0.0,54.79166666666666,16.835,0.0,57.575
Alt Penedès,2013-05-24,12.708333333333334,0.0,58.6,15.67,0.0,54.79166666666666
Alt Penedès,2013-05-25,13.215,0.0,56.78333333333333,12.708333333333334,0.0,58.6
Alt Penedès,2013-05-26,13.548333333333334,0.5,74.65,13.215,0.0,56.78333333333333
Alt Penedès,2013-05-27,14.398333333333332,1.6,76.925,13.548333333333334,0.5,74.65
Alt Penedès,2013-05-28,13.86,0.0,68.975,14.398333333333332,1.6,76.925
Alt Penedès,2013-05-29,13.574166666666668,0.0,47.24166666666667,13.86,0.0,68.975
Alt Penedès,2013-05-30,14.195,0.0,53.10833333333333,13.574166666666668,0.0,47.24166666666667
Alt Penedès,2013-05-31,15.420833333333333,0.0,55.7,14.195,0.0,53.10833333333333
Alt Penedès,2013-06-01,19.2125,0.0,39.5,15.420833333333333,0.0,55.7
Alt Penedès,2013-06-02,18.1825,0.0,53.175,19.2125,0.0,39.5
Alt Penedès,2013-06-03,17.168333333333333,0.0,58.525,18.1825,0.0,53.175
Alt Penedès,2013-06-04,16.718333333333334,0.0,65.48333333333333,17.168333333333333,0.0,58.525
Alt Penedès,2013-06-05,16.6025,0.0,61.333333333333336,16.718333333333334,0.0,65.48333333333333
Alt Penedès,2013-06-06,17.950833333333332,0.1,56.04166666666666,16.6025,0.0,61.333333333333336
Alt Penedès,2013-06-07,18.549166666666668,0.0,57.516666666666666,17.950833333333332,0.1,56.04166666666666
Alt Penedès,2013-06-08,15.196666666666664,76.9,77.09166666666667,18.549166666666668,0.0,57.516666666666666
Alt Penedès,2013-06-09,15.471666666666666,1.5,71.55833333333334,15.196666666666664,76.9,77.09166666666667
Alt Penedès,2013-06-10,17.2225,0.0,70.38333333333334,15.471666666666666,1.5,71.55833333333334
Alt Penedès,2013-06-11,19.67083333333333,0.0,72.2,17.2225,0.0,70.38333333333334
Alt Penedès,2013-06-12,20.726666666666667,0.0,66.60833333333333,19.67083333333333,0.0,72.2
Alt Penedès,2013-06-13,21.756666666666668,0.0,55.141666666666666,20.726666666666667,0.0,66.60833333333333
Alt Penedès,2013-06-14,21.24833333333333,0.6,62.93333333333333,21.756666666666668,0.0,55.141666666666666
Alt Penedès,2013-06-15,21.7475,0.0,52.88333333333333,21.24833333333333,0.6,62.93333333333333
Alt Penedès,2013-06-16,22.52083333333333,1.0,51.00833333333333,21.7475,0.0,52.88333333333333
Alt Penedès,2013-06-17,22.4275,0.0,61.16666666666666,22.52083333333333,1.0,51.00833333333333
Alt Penedès,2013-06-18,20.97583333333333,4.8,78.66666666666667,22.4275,0.0,61.16666666666666
Alt Penedès,2013-06-19,18.795,0.1,59.458333333333336,20.97583333333333,4.8,78.66666666666667
Alt Penedès,2013-06-20,19.085833333333333,0.0,54.35,18.795,0.1,59.458333333333336
Alt Penedès,2013-06-21,18.80583333333333,8.2,68.28333333333333,19.085833333333333,0.0,54.35
Alt Penedès,2013-06-22,19.620833333333334,0.0,64.65,18.80583333333333,8.2,68.28333333333333
Alt Penedès,2013-06-23,19.405,0.0,74.575,19.620833333333334,0.0,64.65
Alt Penedès,2013-06-24,17.5875,0.1,56.65833333333333,19.405,0.0,74.575
Alt Penedès,2013-06-25,18.0975,0.0,66.81666666666666,17.5875,0.1,56.65833333333333
Alt Penedès,2013-06-26,19.0025,0.6,66.44166666666666,18.0975,0.0,66.81666666666666
Alt Penedès,2013-06-27,19.2525,0.3,69.025,19.0025,0.6,66.44166666666666
Alt Penedès,2013-06-28,20.14333333333333,0.0,67.43333333333334,19.2525,0.3,69.025
Alt Penedès,2013-06-29,21.328333333333333,0.0,63.05,20.14333333333333,0.0,67.43333333333334
Alt Penedès,2013-06-30,20.02833333333333,0.0,71.83333333333333,21.328333333333333,0.0,63.05
Alt Penedès,2013-07-01,21.771666666666665,0.0,55.63333333333333,20.02833333333333,0.0,71.83333333333333
Alt Penedès,2013-07-02,20.82333333333333,0.0,67.175,21.771666666666665,0.0,55.63333333333333
Alt Penedès,2013-07-03,21.043333333333333,0.0,71.84166666666667,20.82333333333333,0.0,67.175
Alt Penedès,2013-07-04,22.10083333333333,0.0,71.95,21.043333333333333,0.0,71.84166666666667
Alt Penedès,2013-07-05,22.5825,0.0,71.2,22.10083333333333,0.0,71.95
Alt Penedès,2013-07-06,24.166666666666668,0.0,57.75,22.5825,0.0,71.2
